;class;message;not_stemmed;stemmed
489;ham;Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2;depends on quality if you want the type i sent boy faded glory then about number if you want ralphs maybe number;depend qualiti want type sent boy fade glori number want ralph mayb number
490;ham;I think i've fixed it can you send a test message?;i think i ve fixed it can you send a test message;think fix send test messag
491;ham;Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card;sorry man my account s dry or i would if you want we could trade back half or i could buy some shit with my credit card;sorri man account dri would want could trade back half could buy shit credit card
492;spam;Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!;congrats number year special cinema pass for number is yours call phonenumber now c superman v matrix number starters number etc all number free bx number ip number number we number pm dont miss out;congrat number year special cinema pass number call phonenumb c superman v matrix number starter number etc number free bx number ip number number number pm dont miss
493;ham;Sorry,in meeting I'll call later;sorry in meeting i ll call later;sorri meet call later
494;ham;"What class of  &lt;#&gt;  reunion?";what class of lt gt reunion;class lt gt reunion
495;ham;Are you free now?can i call now?;are you free now can i call now;free call
496;ham;Got meh... When?;got me when;got
497;ham;Nope... Think i will go for it on monday... Sorry i replied so late;nope think i will go for it on monday sorry i replied so late;nope think go monday sorri repli late
498;ham;Some of them told accenture is not confirm. Is it true.;some of them told adventure is not confirm is it true;told adventur confirm true
499;ham;Kate jackson rec center before 7ish, right?;kate jackson rec center before number ish right;kate jackson rec center number ish right
500;ham;Dear i have reache room;dear i have reached room;dear reach room
501;ham;Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.;fighting with the world is easy you either win or lose bt fighting with some number who is close to you is difficult if you lose you lose if you win you still lose;fight world easi either win lose bt fight number close difficult lose lose win still lose
502;ham;When can ü come out?;when can a come out;come
503;ham;Check with nuerologist.;check with neurologist;check neurologist
504;ham;Lolnice. I went from a fish to ..water.?;police i went from a fish to water;polic went fish water
505;spam;+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm;number congratulations in this week s competition draw you have won the moneysymb number prize to claim just call phonenumber b number t cs stop sms number over number only number ppm;number congratul week competit draw moneysymb number prize claim call phonenumb b number cs stop sm number number number ppm
506;ham;No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.;no it s waiting in e car dat s bored wat cos wait outside got nothing number do at home can do my stuff or watch tv wat;wait e car dat bore wat co wait outsid got noth number home stuff watch tv wat
507;ham;Maybe westshore or hyde park village, the place near my house?;maybe westmore or hyde park village the place near my house;mayb westmor hyde park villag place near hous
508;ham;You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|;you should know now so how s anthony are you bringing money i ve school fees to pay and rent and stuff like that thats why i need your help a friend in need;know anthoni bring money school fee pay rent stuff like that need help friend need
509;ham;What's the significance?;what s the significance;signific
510;ham;Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..;your opinion about me number over number jade number kusruthi number lovable number silent number spl character number not matured number stylish number simple pls reply;opinion number number jade number kusruthi number lovabl number silent number spl charact number matur number stylish number simpl pl repli
511;ham;8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try;number at the latest g s still there if you can scrounge up some ammo and want to give the new ak a try;number latest g still scroung ammo want give new ak tri
512;ham;Prabha..i'm soryda..realy..frm heart i'm sory;arabia i m soda really from heart i m sort;arabia soda realli heart sort
513;ham;Lol ok your forgiven :);lol ok your forgiven;lol ok forgiven
514;ham;No..jst change tat only..;no just change tat only;chang tat
515;spam;You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+;you are guaranteed the latest nokia phone a number gb pod mp number player or a moneysymb number prize text word collect to no number ibhltd long number h number p mtmsgrcvd number;guarante latest nokia phone number gb pod mp number player moneysymb number prize text word collect number ibhltd long number h number p mtmsgrcvd number
516;ham;S:)no competition for him.;s no competition for him;competit
517;spam;Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE;boltblue tones for number p reply poly or mono eg poly number number cha cha slide number yeah number slow jazz number toxic number come with me or stop number more tones text more;boltblu tone number p repli poli mono eg poli number number cha cha slide number yeah number slow jazz number toxic number come stop number tone text
518;spam;Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz;your credits have been topped up for httpaddr your renewal pin is tgxxrz;credit top httpaddr renew pin tgxxrz
519;ham;That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ;that way transport is less problematic than on sat night by the way if you want to ask n to join my day feel free but need to know definite nos as booking on fri;way transport less problemat sat night way want ask n join day feel free need know definit no book fri
520;ham;Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now;usually the person is unconscious that s in children but in adults they may just behave abnormally httpaddr call you now;usual person unconsci children adult may behav abnorm httpaddr call
521;ham;But that's on ebay it might be less elsewhere.;but that s on bay it might be less elsewhere;bay might less elsewher
